catu,grav,sexe,trajet,Age,catr,circ,vosp,prof,plan,surf,infra,situ,vma,mois,lum,dep,agg,int,atm,col
Conducteur,Indemne,1,Promenade – loisirs,75,Voie comunales,Bidirectionnelle,Sans objet,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,3,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Deux véhicules par l’arrière
Conducteur,Indemne,1,Domicile – travail,62,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,3,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en X,Pluie légère,Autre collision
Conducteur,Blessé_hospitalisé,1,Domicile – travail,19,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Indemne,1,Utilisation professionnelle,30,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,3,Plein_jour,75,En_agglomeration,Intersection en X,Pluie légère,Deux véhicules par le coté
Conducteur,Blessé_hospitalisé,1,Domicile – travail,33,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Trois véhicules et plus en chaîne
Conducteur,Blessé_hospitalisé,0,Autre,20,Voie comunales,A sens unique,Sans objet,Plat,En Courbe à gauche,Normale,Aucun,Sur chaussée,50,3,Nuit avec eclairage public allum,75,En_agglomeration,Autre intersection,Normale,Deux véhicules frontale
Conducteur,Blessé_hospitalisé,0,Domicile – travail,22,Route departementale,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Mouillée,Aucun,Sur trottoire,50,3,Nuit avec eclairage public allum,94,En_agglomeration,Hors intersection,Pluie légère,Sans collision
Conducteur,Indemne,1,Utilisation professionnelle,31,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,94,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Autre,82,Route departementale,A chaussées séparées,Piste cyclable,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,3,Nuit avec eclairage public allum,93,En_agglomeration,Hors intersection,Pluie légère,Deux véhicules par l’arrière
Passager,Blessé_hospitalisé,0,Autre,82,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,3,Nuit avec eclairage public allum,93,En_agglomeration,Hors intersection,Pluie légère,Trois véhicules et plus en chaîne
Conducteur,Blessé_hospitalisé,1,Promenade – loisirs,81,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,3,Plein_jour,93,En_agglomeration,Hors intersection,Pluie légère,Deux véhicules par le coté
Conducteur,Indemne,1,Utilisation professionnelle,45,Route departementale,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,3,Plein_jour,93,En_agglomeration,Hors intersection,Pluie légère,Deux véhicules par l’arrière
Conducteur,Indemne,1,Utilisation professionnelle,48,Route departementale,A sens unique,Sans objet,Plat,En courbe à droite,Normale,Aucun,Sur accotement,50,3,Nuit avec eclairage public allum,93,En_agglomeration,Autre intersection,Normale,Deux véhicules frontale
Conducteur,Blessé_leger,1,Promenade – loisirs,36,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,92,En_agglomeration,Intersection en X,Normale,Autre collision
Conducteur,Blessé_hospitalisé,0,Domicile – travail,21,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Nuit avec eclairage public allum,92,En_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Deceder,1,Promenade – loisirs,49,Route departementale,Bidirectionnelle,Sans objet,Pante,En courbe à droite,Normale,Aucun,Sur chaussée,30,3,Plein_jour,92,En_agglomeration,Intersection en T,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Promenade – loisirs,22,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Nuit avec eclairage public allum,92,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Utilisation professionnelle,56,Route departementale,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,92,En_agglomeration,Hors intersection,Temps couvert,Deux véhicules par l’arrière
Pieton,Blessé_hospitalisé,1,Autre,20,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,3,Nuit avec eclairage public allum,92,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Utilisation professionnelle,34,Route nationale,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,3,Plein_jour,92,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Indemne,1,Promenade – loisirs,25,Autoroute,A chaussées séparées,Sans objet,Sommet de cote,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,90,3,Plein_jour,93,Hors_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Indemne,1,Domicile – travail,30,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,3,Plein_jour,94,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,0,Autre,22,Route departementale,Bidirectionnelle,Sans objet,Plat,En Courbe à gauche,Normale,Aucun,Sur chaussée,80,2,Plein_jour,91,Hors_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Indemne,1,Promenade – loisirs,22,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,78,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Promenade – loisirs,43,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,78,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Indemne,0,Autre,74,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,3,Aube,77,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,0,Promenade – loisirs,66,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,70,3,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Trois véhicules et plus collisions multiples
Conducteur,Blessé_leger,1,Utilisation professionnelle,45,Voie comunales,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,3,Plein_jour,75,En_agglomeration,Intersection en T,Normale,Autre collision
Conducteur,Indemne,0,Domicile – travail,64,Voie comunales,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Blessé_leger,1,Domicile – travail,17,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,zonne pietonne,Sur chaussée,50,3,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Sans collision
Conducteur,Indemne,1,Autre,49,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Blessé_leger,1,Autre,33,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,94,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Autre,24,Voie comunales,Bidirectionnelle,Sans objet,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,3,Plein_jour,94,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Passager,Blessé_leger,0,Autre,24,Route departementale,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,94,En_agglomeration,Intersection en Y,Normale,Sans collision
Conducteur,Indemne,1,Promenade – loisirs,63,Route departementale,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur trottoire,50,3,Plein_jour,94,En_agglomeration,Hors intersection,Normale,Deux véhicules frontale
Conducteur,Blessé_leger,1,Promenade – loisirs,17,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur trottoire,50,3,Plein_jour,94,En_agglomeration,Hors intersection,Normale,Deux véhicules frontale
Conducteur,Indemne,0,Domicile – travail,23,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,94,En_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Blessé_leger,1,Promenade – loisirs,24,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,80,3,Plein_jour,77,Hors_agglomeration,Intersection en T,Normale,Deux véhicules par l’arrière
Conducteur,Indemne,0,Utilisation professionnelle,22,Route nationale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,3,Plein_jour,91,Hors_agglomeration,Hors intersection,Normale,Trois véhicules et plus collisions multiples
Conducteur,Blessé_hospitalisé,1,Promenade – loisirs,64,Autoroute,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Souterrain tunnel,Sur chaussée,70,3,Plein_jour,92,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_leger,0,Promenade – loisirs,83,Route nationale,Bidirectionnelle,Sans objet,Plat,En Courbe à gauche,Normale,Aucun,Sur chaussée,110,3,Plein_jour,95,Hors_agglomeration,Hors intersection,Normale,Sans collision
Conducteur,Blessé_leger,0,Promenade – loisirs,29,Autoroute,A chaussées séparées,Sans objet,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,110,3,Plein_jour,95,Hors_agglomeration,Hors intersection,Normale,Trois véhicules et plus collisions multiples
Conducteur,Indemne,0,Promenade – loisirs,44,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,3,Aube,77,Hors_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Blessé_hospitalisé,1,Promenade – loisirs,55,Voie comunales,Bidirectionnelle,Sans objet,Plat,En Courbe à gauche,Normale,Aucun,Sur chaussée,30,3,Aube,77,En_agglomeration,Hors intersection,Temps éblouissant,Deux véhicules frontale
Conducteur,Blessé_leger,1,Autre,31,Voie comunales,Bidirectionnelle,Piste cyclable,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Autre collision
Conducteur,Indemne,0,Autre,26,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,zonne pietonne,Sur chaussée,30,3,Nuit avec eclairage public allum,75,En_agglomeration,Hors intersection,Normale,Sans collision
Conducteur,Indemne,0,Promenade – loisirs,68,Voie comunales,Bidirectionnelle,Sans objet,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Promenade – loisirs,20,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Autre collision
Conducteur,Indemne,1,Domicile – travail,49,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,3,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Promenade – loisirs,36,Voie comunales,A sens unique,Piste cyclable,Sommet de cote,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,3,Plein_jour,94,En_agglomeration,Intersection en X,Normale,Deux véhicules frontale
Passager,Blessé_leger,1,Promenade – loisirs,7,Route departementale,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Nuit avec eclairage public allum,94,En_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Indemne,0,Autre,74,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,94,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Indemne,0,Domicile – travail,19,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur accotement,50,3,Plein_jour,93,En_agglomeration,Autre intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,0,Domicile – travail,27,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,93,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Domicile – travail,26,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,2,Nuit avec eclairage public allum,93,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Autre,33,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,3,Plein_jour,93,En_agglomeration,Autre intersection,Normale,Autre collision
Pieton,Blessé_leger,1,Promenade – loisirs,4,Voie comunales,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,3,Aube,92,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Autre,54,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Aube,92,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Passager,Blessé_leger,1,Autre,21,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,92,En_agglomeration,Autre intersection,Normale,Autre collision
Conducteur,Blessé_leger,0,Utilisation professionnelle,20,Route departementale,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,92,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Utilisation professionnelle,55,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,3,Plein_jour,77,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Promenade – loisirs,27,Autoroute,A chaussées séparées,Sans objet,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,110,3,Plein_jour,91,Hors_agglomeration,Hors intersection,Normale,Trois véhicules et plus collisions multiples
Conducteur,Indemne,0,Promenade – loisirs,23,Route nationale,A chaussées séparées,Sans objet,Sommet de cote,Partie Rectiligne,Normale,Aucun,Sur chaussée,110,3,Plein_jour,91,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_leger,0,Promenade – loisirs,45,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Souterrain tunnel,Sur chaussée,90,3,Plein_jour,93,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Passager,Blessé_leger,1,Promenade – loisirs,14,Route departementale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,70,3,Plein_jour,95,Hors_agglomeration,Hors intersection,Normale,Sans collision
Conducteur,Blessé_leger,1,Promenade – loisirs,14,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,70,3,Plein_jour,93,Hors_agglomeration,Hors intersection,Normale,Trois véhicules et plus en chaîne
Conducteur,Indemne,1,Domicile – travail,23,Autoroute,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,3,Plein_jour,94,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Domicile – travail,46,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,3,Aube,77,Hors_agglomeration,Hors intersection,Normale,Trois véhicules et plus en chaîne
Conducteur,Indemne,1,Domicile – travail,21,Autoroute,A chaussées séparées,Sans objet,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,3,Plein_jour,94,Hors_agglomeration,Hors intersection,Normale,Trois véhicules et plus en chaîne
Conducteur,Blessé_leger,1,Domicile – travail,60,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,2,Nuit avec eclairage public allum,95,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Blessé_hospitalisé,1,Promenade – loisirs,66,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,3,Plein_jour,91,En_agglomeration,Hors intersection,Temps éblouissant,Autre collision
Conducteur,Indemne,1,Promenade – loisirs,22,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,91,En_agglomeration,Autre intersection,Normale,Autre collision
Passager,Indemne,0,Autre,94,Route departementale,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Carrefour aménagé,Sur chaussée,50,3,Plein_jour,77,En_agglomeration,Autre intersection,Normale,Deux véhicules par le coté
Passager,Blessé_hospitalisé,0,Promenade – loisirs,52,Voie comunales,A sens unique,Sans objet,Sommet de cote,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,75,En_agglomeration,Intersection en Y,Normale,Deux véhicules par le coté
Conducteur,Indemne,0,Promenade – loisirs,23,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Nuit avec eclairage public allum,75,En_agglomeration,Hors intersection,Normale,Sans collision
Conducteur,Blessé_leger,0,Promenade – loisirs,38,Voie comunales,Bidirectionnelle,Sans objet,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,75,En_agglomeration,Intersection en Y,Normale,Deux véhicules par l’arrière
Passager,Blessé_leger,0,Promenade – loisirs,11,Voie comunales,A sens unique,Sans objet,Pante,Partie Rectiligne,Normale,Souterrain tunnel,Sur chaussée,50,2,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Passager,Blessé_leger,0,Promenade – loisirs,12,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,75,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Passager,Blessé_leger,0,Promenade – loisirs,8,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Autre collision
Passager,Blessé_leger,0,Promenade – loisirs,13,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Conducteur,Blessé_hospitalisé,1,Domicile – travail,23,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,3,Plein_jour,94,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Indemne,1,Promenade – loisirs,44,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,2,Plein_jour,94,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Blessé_hospitalisé,1,Utilisation professionnelle,56,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Nuit avec eclairage public allum,94,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Conducteur,Blessé_hospitalisé,1,Promenade – loisirs,29,Voie comunales,Bidirectionnelle,Sans objet,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,3,Aube,94,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Conducteur,Blessé_hospitalisé,1,Domicile – travail,48,Route departementale,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,2,Nuit avec eclairage public allum,94,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Blessé_hospitalisé,0,Utilisation professionnelle,29,Route departementale,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,94,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Autre,56,Voie comunales,Bidirectionnelle,Sans objet,Pante,En courbe à droite,Normale,Aucun,Sur accotement,50,2,Plein_jour,94,En_agglomeration,Hors intersection,Normale,Autre collision
Pieton,Blessé_hospitalisé,1,Autre,54,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,94,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Pieton,Blessé_leger,1,Autre,41,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,3,Plein_jour,94,En_agglomeration,Autre intersection,Normale,Autre collision
Conducteur,Blessé_hospitalisé,1,Domicile – travail,30,Route departementale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Carrefour aménagé,Sur chaussée,50,3,Nuit avec eclairage public allum,93,En_agglomeration,Intersection en X,Normale,Trois véhicules et plus collisions multiples
Conducteur,Blessé_hospitalisé,1,Autre,77,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,2,Plein_jour,93,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Passager,Indemne,0,Autre,69,Route departementale,A sens unique,Sans objet,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,93,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Blessé_hospitalisé,1,Promenade – loisirs,55,Route departementale,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,2,Nuit avec eclairage public allum,93,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,0,Promenade – loisirs,16,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,3,Plein_jour,93,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Passager,Indemne,0,Promenade – loisirs,16,Voie comunales,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,3,Nuit avec eclairage public allum,93,En_agglomeration,Autre intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Domicile – travail,25,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,3,Plein_jour,93,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Blessé_hospitalisé,0,Promenade – loisirs,35,Route departementale,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur piste cyclable,50,3,Plein_jour,92,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Utilisation professionnelle,40,Route departementale,A chaussées séparées,Sans objet,Plat,En Courbe à gauche,Normale,zonne pietonne,Sur chaussée,50,3,Plein_jour,92,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Deceder,1,Promenade – loisirs,42,Voie comunales,Bidirectionnelle,Sans objet,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,3,Plein_jour,92,En_agglomeration,Autre intersection,Normale,Autre collision
Conducteur,Blessé_leger,1,Domicile – travail,46,Autoroute,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,110,3,Plein_jour,91,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Domicile – travail,41,Route departementale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,2,Nuit avec eclairage public allum,91,En_agglomeration,Hors intersection,Normale,Trois véhicules et plus collisions multiples
Conducteur,Blessé_leger,0,Promenade – loisirs,32,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,70,2,Plein_jour,75,En_agglomeration,Intersection en Y,Normale,Deux véhicules par l’arrière
Passager,Blessé_leger,0,Promenade – loisirs,51,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,2,Nuit sans eclairage public,75,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Passager,Blessé_leger,0,Promenade – loisirs,1,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,70,2,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Indemne,1,Promenade – loisirs,19,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,2,Plein_jour,75,En_agglomeration,Intersection en Y,Normale,Autre collision
Conducteur,Blessé_leger,1,Promenade – loisirs,45,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,2,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Promenade – loisirs,21,Voie comunales,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,2,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Domicile – travail,24,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,2,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en T,Normale,Autre collision
Conducteur,Indemne,1,Promenade – loisirs,80,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,2,Plein_jour,93,En_agglomeration,Intersection en X,Normale,Trois véhicules et plus collisions multiples
Pieton,Blessé_hospitalisé,0,Promenade – loisirs,81,Voie comunales,A sens unique,Sans objet,Plat,En Courbe à gauche,Normale,Aucun,Sur chaussée,30,2,Plein_jour,93,En_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Indemne,1,Promenade – loisirs,54,Route departementale,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,Carrefour aménagé,Sur chaussée,50,2,Nuit avec eclairage public allum,93,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Pieton,Blessé_leger,1,Promenade – loisirs,47,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,2,Plein_jour,93,En_agglomeration,Autre intersection,Normale,Deux véhicules par le coté
